04:22:40.869 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.text.ParseException
04:22:44.066 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.066 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.067 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.068 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.069 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.072 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.083 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.085 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.104 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
04:22:44.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.108 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.130 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.131 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.185 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.224 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.225 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.265 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.272 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.273 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.282 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.291 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.291 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.292 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.361 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.362 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.362 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.363 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.364 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.369 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.372 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.372 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.378 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.380 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.381 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.384 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.389 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.392 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.397 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.397 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.400 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.400 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.402 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.405 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.412 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.413 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.415 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.417 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.419 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.423 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.424 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.424 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.425 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.425 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.427 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.439 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.439 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.441 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.441 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.442 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.445 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.448 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.448 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.465 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.467 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.474 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.483 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.484 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.484 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.485 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.485 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.486 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:44.486 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 0.0 | 150
04:22:44.486 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 0.0. PT: 1 seconds
04:22:44.486 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - ZeroFitness :                      0 / 0            Finished!
04:22:44.486 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - The search process is finished.
04:22:44.486 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 0.0. PT: 1 seconds
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - * The target crash is covered. The generated test is: Date date0 = mock(Date.class, new ViolatedAssumptionAnswer());
doReturn(0L).when(date0).getTime();
int int0 = 0;
Date date1 = DateUtils.addYears(date0, int0);
int int1 = 0;
DateUtils.setMonths(date1, int1);
Calendar calendar0 = mock(Calendar.class, new ViolatedAssumptionAnswer());
doReturn(0L, 0L).when(calendar0).getTimeInMillis();
DateUtils.isSameInstant(calendar0, calendar0);
String string0 = "";
String[] stringArray0 = new String[1];
stringArray0[0] = string0;
DateUtils.parseDate(string0, stringArray0);
String string1 = "The field ";
String string2 = ". 7EqnaG18N=5eq";
DateUtils.parseDate(string2, stringArray0);

04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - 1 thrown exception(s) are detected in the solution: 
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.text.ParseException: Unable to parse the date: . 7EqnaG18N=5eq
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.apache.commons.lang3.time.DateUtils.parseDateWithLeniency(DateUtils.java:346)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.apache.commons.lang3.time.DateUtils.parseDate(DateUtils.java:287)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - sun.reflect.GeneratedMethodAccessor25.invoke(Unknown Source)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.lang.reflect.Method.invoke(Method.java:498)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.statements.MethodStatement$1.execute(MethodStatement.java:257)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.statements.AbstractStatement.exceptionHandler(AbstractStatement.java:169)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.statements.MethodStatement.execute(MethodStatement.java:220)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.executeStatements(TestRunnable.java:307)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:213)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:55)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.FutureTask.run(FutureTask.java:266)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
04:22:44.487 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.lang.Thread.run(Thread.java:748)
04:22:44.488 [main] INFO  e.s.b.commons.PostProcessUtility - test size before post-process: 1
04:22:44.494 [main] INFO  e.s.b.commons.PostProcessUtility - * Minimizing test suite
04:22:44.494 [main] INFO  e.s.b.commons.PostProcessUtility - test size after post-process: 1
04:22:44.494 [main] INFO  e.s.b.commons.PostProcessUtility - * Compiling and checking tests
04:22:45.162 [main] INFO  e.s.b.commons.PostProcessUtility - * Writing JUnit test case 'DateUtils_ESTest' to results/LANG-35b-2-16-Single_Objective_GGA-IntegrationSingleObjective-BasicBlockCoverage-opt
04:22:45.176 [main] INFO  e.s.b.reproduction.CrashReproduction - The solution test is saved!
