04:11:43.296 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.lang.NumberFormatException
04:11:45.792 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.executeStatements(TestRunnable.java:307)
04:11:45.793 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:213)
04:11:45.793 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:55)
04:11:45.793 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.FutureTask.run(FutureTask.java:266)
04:11:45.793 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
04:11:45.793 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
04:11:45.793 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.lang.Thread.run(Thread.java:748)
04:11:45.794 [main] INFO  e.s.b.commons.PostProcessUtility - test size before post-process: 1
04:11:45.798 [main] INFO  e.s.b.commons.PostProcessUtility - * Minimizing test suite
04:11:45.798 [main] INFO  e.s.b.commons.PostProcessUtility - test size after post-process: 1
04:11:45.798 [main] INFO  e.s.b.commons.PostProcessUtility - * Compiling and checking tests
04:11:46.621 [main] INFO  e.s.b.commons.PostProcessUtility - * Writing JUnit test case 'NumberUtils_ESTest' to results/LANG-1b-2-15-Single_Objective_GGA-IntegrationSingleObjective-BasicBlockCoverage-opt
04:11:46.634 [main] INFO  e.s.b.reproduction.CrashReproduction - The solution test is saved!
