04:22:45.076 [main] INFO  eu.stamp.botsing.StackTrace - Exception type is detected: java.text.ParseException
04:22:48.302 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.303 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.322 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.323 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.323 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.329 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.329 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.330 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.331 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.332 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.332 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.354 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.357 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.388 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.396 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.399 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.402 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.424 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.444 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.446 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.483 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.497 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.503 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.503 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.504 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.504 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.505 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.505 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.508 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.508 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.512 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.514 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.515 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.524 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.528 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.543 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 1.5 | 100
04:22:48.558 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.559 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.562 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.562 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.588 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.596 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.597 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.607 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.608 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.623 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.624 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.625 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.654 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.655 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.655 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.676 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.692 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.710 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.722 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.728 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.729 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.752 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.753 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.753 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.754 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.755 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.756 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.756 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.756 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.758 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.760 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.761 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.761 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.763 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.764 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.766 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.767 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.769 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.771 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.773 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.775 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.775 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.776 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.779 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.780 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.784 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.786 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.788 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.790 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.797 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.808 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.810 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.811 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.811 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.812 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.814 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.814 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.816 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.816 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.821 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.822 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.823 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.826 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.826 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.827 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.828 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.830 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.832 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.832 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.837 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.839 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.841 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.842 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.843 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.867 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.867 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.868 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.870 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.870 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.871 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.879 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.879 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.880 [main] INFO  e.s.b.s.BasicBlockCoverage - *C2*
04:22:48.886 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the current population: 0.0 | 150
04:22:48.886 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 0.0. PT: 1 seconds
04:22:48.886 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - ZeroFitness :                      0 / 0            Finished!
04:22:48.887 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - The search process is finished.
04:22:48.887 [main] INFO  e.s.b.g.s.GuidedSingleObjectiveGA - Best fitness in the final population is: 0.0. PT: 1 seconds
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - * The target crash is covered. The generated test is: String string0 = "";
String[] stringArray0 = new String[3];
stringArray0[0] = string0;
String string1 = "";
stringArray0[1] = string1;
stringArray0[2] = string0;
DateUtils.parseDate(string0, stringArray0);
int int0 = 760;
int int1 = (-143);
int int2 = 2826;
int int3 = 435;
String string2 = "K^KXzX~0R'(}CWg:?";
String string3 = "68N4:'.";
DateUtils.parseDate(string3, stringArray0);

04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - 1 thrown exception(s) are detected in the solution: 
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.text.ParseException: Unable to parse the date: 68N4:'.
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.apache.commons.lang3.time.DateUtils.parseDateWithLeniency(DateUtils.java:346)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.apache.commons.lang3.time.DateUtils.parseDate(DateUtils.java:287)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - sun.reflect.GeneratedMethodAccessor25.invoke(Unknown Source)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.lang.reflect.Method.invoke(Method.java:498)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.statements.MethodStatement$1.execute(MethodStatement.java:257)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.statements.AbstractStatement.exceptionHandler(AbstractStatement.java:169)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.statements.MethodStatement.execute(MethodStatement.java:220)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.executeStatements(TestRunnable.java:307)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:213)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - org.evosuite.testcase.execution.TestRunnable.call(TestRunnable.java:55)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.FutureTask.run(FutureTask.java:266)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1149)
04:22:48.887 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:624)
04:22:48.888 [main] INFO  e.s.b.t.s.BotsingIndividualStrategy - java.lang.Thread.run(Thread.java:748)
04:22:48.888 [main] INFO  e.s.b.commons.PostProcessUtility - test size before post-process: 1
04:22:48.891 [main] INFO  e.s.b.commons.PostProcessUtility - * Minimizing test suite
04:22:48.891 [main] INFO  e.s.b.commons.PostProcessUtility - test size after post-process: 1
04:22:48.891 [main] INFO  e.s.b.commons.PostProcessUtility - * Compiling and checking tests
04:22:49.465 [main] INFO  e.s.b.commons.PostProcessUtility - * Writing JUnit test case 'DateUtils_ESTest' to results/LANG-35b-2-20-Single_Objective_GGA-IntegrationSingleObjective-BasicBlockCoverage-opt
04:22:49.479 [main] INFO  e.s.b.reproduction.CrashReproduction - The solution test is saved!
